Date,Day of week,Week of year,北海道D,東北D,東京D,中部D,北陸D,関西D,中国D,四国D,九州D,沖縄D,１０エリア計
2024/6/3 4:00,Saturday,23,2627,6855,21531,10119,2434.7,11410.158,5379.292,2412,7915,757.4,71440.55
2024/6/3 5:00,Saturday,23,2674,6924,21743,10223,2424.6,11262.424,5384.874,2448,8068,768.4,71920.298
2024/6/3 6:00,Saturday,23,2677,6974,22842,10742,2378.6,11338.442,5211.876,2314,7921,786.5,73185.418
2024/6/3 7:00,Saturday,23,2682,7286,25047,12148,2434.1,12304.073,5208.72,2360,8033,828.6,78331.493
2024/6/3 8:00,Saturday,23,2883,8135,28447,14280,2746.1,14133.505,5756.678,2772,8707,871.2,88731.483
2024/6/3 9:00,Saturday,23,3127,8707,31690,15797,3027.2,15791.631,6244.834,3094,9401,898.8,97778.465
2024/6/3 10:00,Saturday,23,3180,8759,33435,16364,3163.2,16115.59,6380.648,3218,9823,912.6,101351.038
2024/6/3 11:00,Saturday,23,3181,8885,34293,16419,3132.1,16334.309,6460.248,3233,9939,944,102820.657
2024/6/3 12:00,Saturday,23,2916,8430,33327,15616,3019.8,15550.602,6144.386,3043,9616,925.3,98588.088
2024/6/3 13:00,Saturday,23,2977,8860,33967,16502,3150.4,16449.123,6282.425,3219,10118,952.2,102477.148
2024/6/3 14:00,Saturday,23,3043,8873,33861,16479,3141,16247.438,6307.429,3193,10067,987,102198.867
2024/6/3 15:00,Saturday,23,2982,8781,33671,16189,3097,16047.386,6384.152,3097,10093,963.8,101305.338
2024/6/3 16:00,Saturday,23,3019,8771,33326,15889,3090.4,16017.349,6314.61,3069,10375,980.3,100851.659
2024/6/3 17:00,Saturday,23,2984,8484,32042,14913,2958.1,15458.804,6322.788,2987,10171,964.7,97285.392
2024/6/3 18:00,Saturday,23,2988,8447,31276,14535,2893.4,15112.491,6235.948,2870,9723,938.9,95019.739
2024/6/3 19:00,Saturday,23,3008,8347,30514,14165,2819,14877.578,6118.979,2777,9268,940.1,92834.657
2024/6/3 20:00,Saturday,23,2867,7966,29121,13585,2739.4,14244.729,5889.138,2657,8932,918,88919.267
2024/6/3 21:00,Saturday,23,2686,7597,27576,13113,2647.2,13594.558,5668.492,2496,8508,878.3,84764.55
2024/6/3 22:00,Saturday,23,2507,7307,26415,12805,2576,12929.936,5338.294,2333,8197,843.4,81251.63
2024/6/3 23:00,Saturday,23,2432,7063,25016,12422,2501.3,12362.069,5196.869,2286,7916,801.8,77997.038
2024/6/4 0:00,Sunday,24,2333,6773,23203,11582,2398.2,11441.799,4971.442,2167,7437,757,73063.441
2024/6/4 1:00,Sunday,24,2363,6743,22051,11124,2397.5,10966.844,4903.53,2110,7180,725.6,70564.474
2024/6/4 2:00,Sunday,24,2518,6883,21907,11142,2545,11323.706,5056.529,2193,7364,728.5,71660.735
2024/6/4 3:00,Sunday,24,2651,7107,22349,11446,2704.1,11928.199,5424.557,2384,7848,758.6,74600.456
2024/6/4 4:00,Sunday,24,2717,7293,22453,11659,2760.3,12146.634,5740.096,2547,8321,769.7,76406.73
2024/6/4 5:00,Sunday,24,2722,7245,22599,11618,2715.1,11965.639,5699.684,2629,8553,775.1,76521.523
2024/6/4 6:00,Sunday,24,2695,7183,23487,11924,2654.1,12001.963,5562.515,2559,8551,785.7,77403.278
2024/6/4 7:00,Sunday,24,2734,7397,26110,12877,2625.4,12855.616,5377.275,2573,8903,839.5,82291.791
2024/6/4 8:00,Sunday,24,2882,8240,30219,14933,2937,14731.694,5788.981,2934,9315,915.8,92896.475
2024/6/4 9:00,Sunday,24,3089,8777,33014,16361,3116.9,16264.064,6385.531,3133,9694,986.3,100820.795
2024/6/4 10:00,Sunday,24,3210,8809,33639,16817,3148.8,16341.633,6455.479,3231,9815,1022.1,102489.012
2024/6/4 11:00,Sunday,24,3220,8887,34455,16932,3170.2,16462.457,6647.326,3294,10017,1041.7,104126.683
2024/6/4 12:00,Sunday,24,3003,8441,33444,15946,3001.4,15896.638,6115.778,3150,9731,1034.1,99762.916
2024/6/4 13:00,Sunday,24,3124,8834,34205,16847,3186.8,16217.205,6480.455,3297,10069,1054.7,103315.16
2024/6/4 14:00,Sunday,24,3086,8811,34048,16922,3197,16314.918,6388.556,3253,10121,1054.3,103195.774
2024/6/4 15:00,Sunday,24,3042,8719,33148,16466,3062.7,16165.478,6380.114,3150,10283,1047.7,101463.992
2024/6/4 16:00,Sunday,24,3127,8667,32739,16112,3067.3,16094.637,6407.168,3121,10519,1037.7,100891.805
2024/6/4 17:00,Sunday,24,3098,8416,31728,15327,2968.2,15544.487,6394.528,3013,10298,1005.5,97792.715
2024/6/4 18:00,Sunday,24,3096,8406,31072,14830,2918.6,15249.841,6316.312,2908,9804,973.9,95574.653
2024/6/4 19:00,Sunday,24,3117,8289,30480,14454,2858.3,14917.847,6087.357,2775,9446,968.1,93392.604
2024/6/4 20:00,Sunday,24,2966,7970,29136,14014,2755.7,14352.209,5969.052,2664,9154,951.3,89932.261
2024/6/4 21:00,Sunday,24,2755,7551,27509,13559,2668.8,13749.395,5665.122,2515,8719,899.6,85590.917
2024/6/4 22:00,Sunday,24,2630,7263,26241,13046,2616.4,13082.183,5409.841,2343,8362,837.1,81830.524
2024/6/4 23:00,Sunday,24,2553,7028,24883,12561,2546.2,12534.725,5207.657,2284,8074,784.6,78456.182
2024/6/5 0:00,Monday,24,2476,6728,23158,11834,2454.8,11686.009,5048.368,2168,7491,733.7,73777.877
2024/6/5 1:00,Monday,24,2509,6632,22020,11345,2438.5,11190.754,4962.229,2105,7219,703,71124.483
2024/6/5 2:00,Monday,24,2598,6832,21881,11269,2583.8,11538.07,4994.925,2191,7366,706.4,71960.195
2024/6/5 3:00,Monday,24,2740,7086,22241,11561,2721.4,12166.615,5405.601,2374,7877,726.9,74899.516
2024/6/5 4:00,Monday,24,2771,7225,22372,11776,2767.9,12368.076,5801.882,2553,8383,736.6,76754.458
2024/6/5 5:00,Monday,24,2736,7163,22432,11740,2737.1,12140.264,5786.104,2649,8479,746.4,76608.868
2024/6/5 6:00,Monday,24,2730,7107,23273,12016,2609.5,12126.773,5534.486,2571,8382,756.8,77106.559
2024/6/5 7:00,Monday,24,2836,7379,25799,13085,2602,13030.564,5354.292,2562,8280,812.6,81740.456
2024/6/5 8:00,Monday,24,3102,8247,29752,15075,2846.9,14734.164,5761.194,2909,8626,933.9,91987.158
2024/6/5 9:00,Monday,24,3273,8813,33213,16450,3131.3,16290.618,6114.301,3162,9252,1015.6,100714.819
2024/6/5 10:00,Monday,24,3227,8928,34746,16828,3222.7,16691.427,6224.837,3242,9592,1030.2,103732.164
2024/6/5 11:00,Monday,24,3190,8949,35401,17032,3233.6,16854.675,6386.244,3243,9833,1062.2,105184.719
2024/6/5 12:00,Monday,24,3001,8463,34391,16083,3074.1,16128.928,6052.789,3067,9453,1054.9,100768.717
2024/6/5 13:00,Monday,24,3173,8880,35198,17072,3206.8,16919.157,6437.038,3279,9905,1084.7,105154.695
2024/6/5 14:00,Monday,24,3158,8882,34985,17183,3187,16983.161,6454.715,3302,9842,1068.4,105045.276
2024/6/5 15:00,Monday,24,3083,8773,34333,16817,3138.6,16865.944,6335.588,3197,9874,1011.6,103428.732
2024/6/5 16:00,Monday,24,3110,8680,33992,16557,3150.5,16854.655,6401.621,3161,9962,1004.6,102873.376
2024/6/5 17:00,Monday,24,3051,8382,32787,15621,2978.8,16204.858,6256.813,3070,9600,985.9,98937.371
2024/6/5 18:00,Monday,24,3062,8393,31944,15106,2946.1,15758.701,6126.854,2947,9507,974.4,96765.055
2024/6/5 19:00,Monday,24,3103,8347,31447,14679,2872.2,15449.172,5963.7,2865,9466,979.5,95171.572
2024/6/5 20:00,Monday,24,2954,8021,29983,14062,2776.4,14766.196,5845.857,2768,9127,960.4,91263.853
2024/6/5 21:00,Monday,24,2767,7647,28283,13653,2682.7,14097.297,5592.495,2604,8718,916.4,86960.892
2024/6/5 22:00,Monday,24,2676,7310,26922,13150,2596.3,13393.642,5276.438,2440,8400,856.6,83020.98
2024/6/5 23:00,Monday,24,2579,7049,25559,12764,2512.5,12766.076,5113.561,2364,8113,812.4,79632.537
2024/6/6 0:00,Tuesday,24,2482,6701,23545,11912,2395.6,11825.959,4893.001,2255,7612,755.7,74377.26
2024/6/6 1:00,Tuesday,24,2476,6646,22403,11405,2444.6,11292.342,4715.186,2179,7304,728.7,71593.828
2024/6/6 2:00,Tuesday,24,2592,6828,22188,11353,2561,11535.547,4844.094,2266,7497,732,72396.641
2024/6/6 3:00,Tuesday,24,2740,7101,22561,11646,2709.1,12245.212,5223.43,2447,7994,751,75417.742
2024/6/6 4:00,Tuesday,24,2769,7260,22717,11797,2764.9,12495.221,5504.853,2609,8404,757.7,77078.674
2024/6/6 5:00,Tuesday,24,2783,7185,22743,11648,2731.5,12129.211,5563.375,2634,8556,769.9,76742.986
2024/6/6 6:00,Tuesday,24,2819,7192,23637,12012,2632.1,12090.88,5310.386,2443,8156,788,77080.366
2024/6/6 7:00,Tuesday,24,2883,7475,25743,13147,2651.1,12862.394,5212.321,2467,8159,839.9,81439.715
2024/6/6 8:00,Tuesday,24,3142,8262,29444,15340,2907,14603.961,5642.665,2812,8824,934.3,91911.926
2024/6/6 9:00,Tuesday,24,3231,8935,33376,16960,3139,15872.698,6130.12,3073,9283,994.9,100994.718
2024/6/6 10:00,Tuesday,24,3186,9058,34062,17245,3220.7,16278.826,6235.313,3118,9511,1002.4,102917.239
2024/6/6 11:00,Tuesday,24,3094,9108,34220,17321,3242,16813.94,6002.089,3046,9762,1005.9,103614.929
2024/6/6 12:00,Tuesday,24,2867,8635,34093,16364,3087.3,16069.785,5742.202,2866,9426,965.1,100115.387
2024/6/6 13:00,Tuesday,24,2937,9106,35185,17295,3211.6,16659.892,6178.708,3095,9795,962.4,104425.6
2024/6/6 14:00,Tuesday,24,2906,9146,34753,17239,3227.9,16492.517,6382.364,3160,9973,965.6,104245.381
2024/6/6 15:00,Tuesday,24,2938,9063,34966,16594,3171.3,16690.106,6169.698,2998,10003,947.7,103540.804
2024/6/6 16:00,Tuesday,24,3039,8946,34324,16293,3144.1,16429.102,6293.834,3011,9928,938.1,102346.136
2024/6/6 17:00,Tuesday,24,2993,8597,32746,15407,2995.8,15676.437,6100.098,2963,9704,923.2,98105.535
2024/6/6 18:00,Tuesday,24,2976,8555,32363,15088,2957.5,15498.638,6079.136,2937,9585,928.8,96968.074
2024/6/6 19:00,Tuesday,24,3043,8477,31787,14824,2902.6,15384.29,6014.466,2849,9455,938.2,95674.556
2024/6/6 20:00,Tuesday,24,2898,8148,30351,14200,2790.4,14774.891,5765.805,2724,9058,919.3,91629.396
2024/6/6 21:00,Tuesday,24,2719,7699,28719,13685,2700.1,14046.503,5547.807,2584,8635,876.7,87212.11
2024/6/6 22:00,Tuesday,24,2621,7390,27352,13215,2620.2,13402.534,5410.933,2428,8369,822.4,83631.067
2024/6/6 23:00,Tuesday,24,2520,7116,25858,12812,2523.2,12867.647,5212.245,2363,8112,775.3,80159.392
2024/6/7 0:00,Wednesday,24,2422,6823,23849,11951,2404.6,11919.37,5027.153,2242,7569,729.6,74936.723
2024/6/7 1:00,Wednesday,24,2420,6695,22669,11449,2415.1,11405.496,4895.038,2187,7344,699.6,72179.234
2024/6/7 2:00,Wednesday,24,2530,6826,22379,11383,2537.8,11626.172,4966.268,2253,7488,706,72695.24
2024/6/7 3:00,Wednesday,24,2718,7065,22686,11712,2677.5,12185.883,5349.07,2443,8019,729.2,75584.653
2024/6/7 4:00,Wednesday,24,2769,7252,22919,11849,2707.6,12359.27,5639.316,2598,8419,742.6,77254.786
2024/6/7 5:00,Wednesday,24,2816,7221,23009,11740,2629.1,12035.208,5697.472,2685,8511,755.9,77099.68
2024/6/7 6:00,Wednesday,24,2734,7275,23903,11920,2558.1,12059.298,5583.355,2639,8193,772.1,77636.853
2024/6/7 7:00,Wednesday,24,2730,7521,26438,13221,2611,13316.634,5571.969,2670,8256,830.5,83166.103
2024/6/7 8:00,Wednesday,24,2886,8376,30791,15297,2909.1,15344.838,6019.642,3037,8783,919.2,94362.78
2024/6/7 9:00,Wednesday,24,3123,8929,33524,16932,3208.6,17049.312,6439.387,3300,9457,985,102947.299
2024/6/7 10:00,Wednesday,24,3186,9022,34486,17200,3310.4,17615.148,6671.629,3387,9912,1026.7,105816.877
2024/6/7 11:00,Wednesday,24,3222,9136,35276,17071,3395.1,17814.623,6922.687,3374,10274,1020.5,107505.91
2024/6/7 12:00,Wednesday,24,3034,8728,35429,16284,3242.4,17067.126,6568.395,3237,10227,1030.8,104847.721
2024/6/7 13:00,Wednesday,24,3061,9171,35633,17302,3407.1,17771.371,6946.587,3409,10523,1013,108237.058
2024/6/7 14:00,Wednesday,24,3013,9176,35631,17263,3393.9,17815.04,6851.347,3444,10663,1027.2,108277.487
2024/6/7 15:00,Wednesday,24,3022,9043,35020,16704,3318.8,17539.496,6844.37,3332,10305,1027.7,106156.366
2024/6/7 16:00,Wednesday,24,3131,8957,34156,16360,3273.6,17296.089,6803.007,3260,10224,1009.8,104470.496
2024/6/7 17:00,Wednesday,24,3062,8540,32677,15306,3086.4,16452.125,6578.018,3081,9961,982.1,99725.643
2024/6/7 18:00,Wednesday,24,2960,8441,31681,14827,2982.8,15742.708,6413.47,2979,9824,984.5,96835.478
2024/6/7 19:00,Wednesday,24,3033,8358,31094,14523,2901,15397.064,6200.618,2877,9687,992.5,95063.182
2024/6/7 20:00,Wednesday,24,2894,8019,29667,14051,2791.2,14670.234,5945.201,2739,9288,975.5,91040.135
2024/6/7 21:00,Wednesday,24,2709,7585,27981,13426,2685.4,13977.753,5684.99,2569,8810,928,86356.143
2024/6/7 22:00,Wednesday,24,2562,7289,26788,13105,2584,13358.069,5445.699,2397,8519,900.7,82948.468
2024/6/7 23:00,Wednesday,24,2521,6996,25410,12605,2506.5,12744.506,5250.037,2340,8201,865.8,79439.843
2024/6/8 0:00,Thursday,24,2461,6700,23494,11838,2399.7,11774.809,5029.485,2208,7647,816.8,74368.794
2024/6/8 1:00,Thursday,24,2442,6573,22252,11225,2370.1,11148.034,4882.659,2131,7315,779.5,71118.293
2024/6/8 2:00,Thursday,24,2566,6688,21835,11108,2455.1,11318.179,4915.903,2186,7447,787.4,71306.582
2024/6/8 3:00,Thursday,24,2676,6887,22072,11232,2575.7,11757.475,5156.798,2343,7844,805.8,73349.773
2024/6/8 4:00,Thursday,24,2706,6962,21879,11209,2602.2,11837.763,5448.823,2476,8185,808,74113.786
2024/6/8 5:00,Thursday,24,2664,6790,21418,10756,2535.7,11400.944,5391.12,2458,8153,806.5,72373.264
2024/6/8 6:00,Thursday,24,2597,6544,21700,10550,2365.9,11049.481,5006.605,2246,7563,797.5,70419.486
2024/6/8 7:00,Thursday,24,2547,6653,23272,10892,2319.5,11561.395,4871.826,2184,7365,852.9,72518.621
2024/6/8 8:00,Thursday,24,2644,7092,26135,11751,2424,12456.489,5173.437,2435,7881,918.6,78910.526
2024/6/8 9:00,Thursday,24,2727,7465,28558,12561,2598.4,13569.408,5413.121,2616,8430,975.2,84913.129
2024/6/8 10:00,Thursday,24,2829,7638,30244,12882,2678.1,13946.689,5490.902,2683,8607,1033,88031.691
2024/6/8 11:00,Thursday,24,2864,7749,31020,12905,2731.9,14301.512,5574.939,2651,8655,1058.6,89510.951
2024/6/8 12:00,Thursday,24,2773,7693,30990,12624,2686.2,14272.997,5402.231,2554,8506,1016.6,88518.028
2024/6/8 13:00,Thursday,24,2777,7718,30738,12662,2653.9,14332.131,5500.171,2571,8471,1018.5,88441.702
2024/6/8 14:00,Thursday,24,2789,7726,30218,12448,2647.8,13864.346,5741,2584,8465,1024.4,87507.546
2024/6/8 15:00,Thursday,24,2795,7652,29821,12104,2639.3,13524.663,5755.729,2545,8579,1020.7,86436.392
2024/6/8 16:00,Thursday,24,2881,7627,29161,11902,2626.4,13878.668,5782.347,2558,8583,1039.2,86038.615
2024/6/8 17:00,Thursday,24,2929,7613,28373,11837,2579.8,13859.848,5870.239,2610,8749,1047.4,85468.287
2024/6/8 18:00,Thursday,24,2903,7692,28542,11974,2590,13975.379,5888.104,2592,8880,1058.5,86094.983
2024/6/8 19:00,Thursday,24,2974,7675,28899,12122,2543.8,13966.586,5782.227,2544,8901,1065.6,86473.213
2024/6/8 20:00,Thursday,24,2839,7380,27781,11743,2464.4,13474.706,5610.249,2455,8512,1043.4,83302.755
2024/6/8 21:00,Thursday,24,2664,7031,26332,11282,2356.7,12932.617,5354.711,2334,8178,1001,79466.028
2024/6/8 22:00,Thursday,24,2521,6758,25118,10737,2257.8,12314.866,5096.582,2204,7888,969.1,75864.348
2024/6/8 23:00,Thursday,24,2454,6527,23922,10360,2179.6,11847.106,4916.812,2172,7687,921.7,72987.218
2024/6/9 0:00,Friday,24,2380,6264,22297,9655,2066.9,10950.145,4727.677,2073,7158,873.7,68445.422
2024/6/9 1:00,Friday,24,2354,6182,21191,9303,2075.3,10347.039,4573.254,2016,6938,835.1,65814.693
2024/6/9 2:00,Friday,24,2460,6293,20953,9425,2178.1,10492.647,4744.929,2078,7060,824.2,66508.876
2024/6/9 3:00,Friday,24,2556,6576,21270,9709,2302,11149.815,5035.945,2238,7518,843.4,69198.16
2024/6/9 4:00,Friday,24,2573,6682,21263,9961,2327.4,11232.862,5301.826,2372,7914,841.6,70468.688
2024/6/9 5:00,Friday,24,2504,6568,20968,9762,2263.9,10948.905,5275.817,2367,7959,836.1,69452.722
2024/6/9 6:00,Friday,24,2443,6390,21033,9333,2129.2,10585.739,4859.823,2144,7280,812.5,67010.262
2024/6/9 7:00,Friday,24,2449,6492,22104,9503,2075.5,10883.126,4789.426,2051,7006,855.9,68208.952
2024/6/9 8:00,Friday,24,2531,6782,23404,10105,2149.8,11402.107,4909.677,2131,7247,947.2,71608.784
2024/6/9 9:00,Friday,24,2597,7057,25191,10726,2236,12341.364,5041.022,2212,7639,1006.4,76046.786
2024/6/9 10:00,Friday,24,2605,7144,26435,10930,2276.1,12748.566,4961.81,2165,8063,1017.7,78346.176
2024/6/9 11:00,Friday,24,2640,7170,26364,11132,2278.3,12832.823,4998.954,2211,8092,1033.7,78752.777
2024/6/9 12:00,Friday,24,2609,7247,27370,11045,2306.6,12854.627,4829.084,2272,8314,1050.9,79898.211
2024/6/9 13:00,Friday,24,2589,7208,26972,10950,2315.5,12723.34,4901.015,2233,8268,1029.6,79189.455
2024/6/9 14:00,Friday,24,2608,7204,27187,10981,2315.2,12581.647,4999.291,2205,8338,1007.3,79426.438
2024/6/9 15:00,Friday,24,2660,7206,27058,10972,2322,12509.054,5005.199,2210,8325,1020.7,79287.953
2024/6/9 16:00,Friday,24,2752,7316,26956,11126,2367.8,12708.921,5122.794,2347,8490,1016,80202.515
2024/6/9 17:00,Friday,24,2839,7502,27673,11424,2418.8,13254.731,5347.683,2478,8634,1010.5,82581.714
2024/6/9 18:00,Friday,24,2905,7670,28476,11574,2460.1,13513.672,5529.507,2502,8844,1026.5,84500.779
2024/6/9 19:00,Friday,24,2941,7640,28467,11533,2449.7,13476.635,5540.987,2455,8780,1051.3,84334.622
2024/6/9 20:00,Friday,24,2840,7405,27501,11242,2369,13038.936,5294.482,2366,8554,1041.7,81652.118
2024/6/9 21:00,Friday,24,2653,7031,26218,10815,2284.8,12489.36,5085.546,2246,8147,1002.8,77972.506
2024/6/9 22:00,Friday,24,2509,6759,24883,10325,2214.8,11855.678,4871.092,2110,7829,937.8,74294.37
2024/6/9 23:00,Friday,24,2449,6532,23700,10084,2150.4,11447.953,4669.966,2086,7493,882.5,71494.819
2024/6/10 0:00,Saturday,24,2391,6289,22052,9503,2042.3,10591.804,4562.527,1990,7031,826.8,67279.431
2024/6/10 1:00,Saturday,24,2419,6203,21083,9094,2051.6,10124.097,4517.8,1947,6803,792.4,65034.897
2024/6/10 2:00,Saturday,24,2536,6402,20866,9225,2174.7,10390.845,4705.588,2042,7018,792.2,66152.333
2024/6/10 3:00,Saturday,24,2658,6652,21401,9684,2305,11066.153,5108.271,2237,7483,809.8,69404.224
2024/6/10 4:00,Saturday,24,2675,6858,21759,10015,2413.4,11295.954,5427.262,2404,8007,814.9,71669.516
2024/6/10 5:00,Saturday,24,2641,6978,22234,10162,2401.3,11256.297,5444.95,2460,8190,829.6,72597.147
2024/6/10 6:00,Saturday,24,2665,7149,23591,10694,2376.2,11450.436,5375.13,2386,7962,848.9,74497.666
2024/6/10 7:00,Saturday,24,2848,7530,26089,12162,2489.7,12738.012,5382.639,2422,8015,926.3,80602.651
2024/6/10 8:00,Saturday,24,3130,8460,29664,14503,2870.5,14885.525,5901.039,2761,8771,1003.1,91949.164
2024/6/10 9:00,Saturday,24,3269,9022,31872,16287,3180.3,16601.886,6353.374,3060,9646,1078.7,100370.26
2024/6/10 10:00,Saturday,24,3290,9167,32642,16705,3336.5,17053.334,6380.714,3206,9821,1096.6,102698.148
2024/6/10 11:00,Saturday,24,3278,9296,33395,16963,3383.7,17137.481,6370.983,3174,9924,1093.7,104015.864
2024/6/10 12:00,Saturday,24,3079,8922,32338,16262,3257.8,16474.39,6207.922,3066,9673,1059.9,100340.012
2024/6/10 13:00,Saturday,24,3171,9397,33343,17175,3391.4,17494.542,6759.469,3260,10167,1072.7,105231.111
2024/6/10 14:00,Saturday,24,3156,9444,33786,17367,3403.4,17695.345,6764.715,3084,10292,1067.8,106060.26
2024/6/10 15:00,Saturday,24,3143,9307,32990,16967,3398.2,17193.943,6834.874,3164,10343,1052.4,104393.417
2024/6/10 16:00,Saturday,24,3186,9214,32898,16592,3360.4,17421.513,6992.281,3193,10600,1037.8,104494.994
2024/6/10 17:00,Saturday,24,3112,8869,32086,15665,3202.3,16898.83,6849.376,3082,10528,1024,101316.506
2024/6/10 18:00,Saturday,24,3096,8744,31939,15172,3096.3,16119.936,6631.043,2960,10245,1028.3,99031.579
2024/6/10 19:00,Saturday,24,3118,8576,31375,14784,3000.5,15745.476,6418.946,2848,9967,1034,96866.922
2024/6/10 20:00,Saturday,24,2982,8222,29953,14164,2862.6,14995.822,6198.17,2729,9506,1008.3,92620.892
2024/6/10 21:00,Saturday,24,2811,7805,28438,13721,2747.2,14142.463,5916.74,2572,9044,965.9,88163.303
2024/6/10 22:00,Saturday,24,2682,7417,27111,13271,2700.6,13423.131,5617.858,2395,8663,913.5,84194.089
2024/6/10 23:00,Saturday,24,2569,7238,25724,12738,2579.2,12859.257,5390.178,2337,8308,868.9,80611.535
2024/6/11 0:00,Sunday,25,2488,6936,23696,11905,2461.8,11779.852,5072.982,2206,7719,813.2,75077.834
2024/6/11 1:00,Sunday,25,2491,6810,22609,11416,2405.4,11213.145,4953.127,2149,7382,778,72206.672
2024/6/11 2:00,Sunday,25,2612,6926,22332,11309,2506.6,11330.388,5095.608,2201,7523,777.5,72613.096
2024/6/11 3:00,Sunday,25,2731,7168,22693,11521,2664.4,11944.655,5404.837,2370,7936,789.7,75222.592
2024/6/11 4:00,Sunday,25,2757,7273,22818,11749,2698.2,12148.124,5726.092,2527,8309,797,76802.416
2024/6/11 5:00,Sunday,25,2754,7260,23010,11788,2703.4,11908.48,5821.041,2569,8493,810.8,77117.721
2024/6/11 6:00,Sunday,25,2751,7278,24452,12166,2648.4,12192.744,5692.996,2519,8199,842.4,78741.54
2024/6/11 7:00,Sunday,25,2827,7667,27388,13407,2717.8,13454.686,5690.449,2635,8273,919.9,84979.835
2024/6/11 8:00,Sunday,25,3055,8730,32060,15854,3137.6,15778.616,6257.579,3098,9139,1025,98134.795
2024/6/11 9:00,Sunday,25,3315,9525,36312,17402,3515.8,17498.538,6688.312,3375,9947,1087.8,108666.45
2024/6/11 10:00,Sunday,25,3434,9764,37882,18074,3660.5,18087.699,6998.194,3445,10418,1129.7,112893.093
2024/6/11 11:00,Sunday,25,3483,9890,38776,18328,3732.7,18531.444,7357,3476,10549,1140,115263.144
2024/6/11 12:00,Sunday,25,3235,9499,37836,17457,3576.9,17904.025,6968.458,3335,10525,1074.3,111410.683
2024/6/11 13:00,Sunday,25,3267,9968,38868,18605,3765.5,18964.353,7363.67,3568,10848,1070.4,116287.923
2024/6/11 14:00,Sunday,25,3232,10071,38494,18763,3779.8,19069.029,7445.568,3496,10968,1089.9,116408.297
2024/6/11 15:00,Sunday,25,3235,9968,37831,18428,3722.9,18790.169,7257.386,3314,10745,1091.3,114382.755
2024/6/11 16:00,Sunday,25,3265,9864,37255,18034,3684.1,18287.571,7170.256,3235,10905,1090.7,112790.627
2024/6/11 17:00,Sunday,25,3172,9392,35643,16768,3465.4,17063.531,7046.389,3044,10758,1078.7,107431.02
2024/6/11 18:00,Sunday,25,3126,9155,34244,16035,3294.6,16557.22,6911.663,3013,10432,1074.8,103843.283
2024/6/11 19:00,Sunday,25,3174,8999,33542,15591,3160.1,16212.531,6606.117,2941,10292,1065.6,101583.348
2024/6/11 20:00,Sunday,25,3020,8557,31887,14949,3028.7,15397.568,6352.021,2811,9802,1037,96841.289
2024/6/11 21:00,Sunday,25,2815,8045,30004,14286,2875.2,14632.646,6022.447,2629,9259,982.8,91551.093
2024/6/11 22:00,Sunday,25,2667,7675,28623,13799,2789,13943.67,5826.792,2459,8830,923,87535.462
2024/6/11 23:00,Sunday,25,2562,7386,26999,13322,2662,13258.539,5582.356,2395,8461,871.1,83498.995
2024/6/12 0:00,Monday,25,2470,6991,24904,12382,2519.8,12279.839,5344.241,2247,7820,822.5,77780.38
2024/6/12 1:00,Monday,25,2466,6895,23441,11836,2491.6,11697.465,5168.546,2165,7483,783.8,74427.411
2024/6/12 2:00,Monday,25,2576,7002,23033,11673,2566.7,11769.365,5200.77,2226,7596,783.9,74426.735
2024/6/12 3:00,Monday,25,2691,7221,23289,11843,2709.1,12283.037,5514.39,2386,8003,800,76739.527
2024/6/12 4:00,Monday,25,2736,7294,23370,11972,2733.6,12487.352,5869.711,2530,8366,804.3,78162.963
2024/6/12 5:00,Monday,25,2792,7266,23455,11926,2731.7,12241.484,5824.398,2578,8472,818.8,78105.382
2024/6/12 6:00,Monday,25,2819,7327,24947,12373,2715.5,12435.291,5686.821,2497,8262,849.7,79912.312
2024/6/12 7:00,Monday,25,2871,7754,28321,13604,2804.2,13802.52,5664.021,2626,8461,937.7,86845.441
2024/6/12 8:00,Monday,25,3117,8945,33273,16297,3242.2,16191.922,6235.937,3081,9287,1067.1,100737.159
2024/6/12 9:00,Monday,25,3347,9842,37073,18045,3641.6,18147.455,6685.458,3349,10105,1140.8,111376.313
2024/6/12 10:00,Monday,25,3430,10174,38162,18554,3807.2,18919.871,7001.714,3482,10626,1164.5,115321.285
2024/6/12 11:00,Monday,25,3470,10351,39224,18732,3878.2,19268.042,7414.134,3557,10933,1144.2,117971.576
2024/6/12 12:00,Monday,25,3285,9982,38892,17957,3740.6,18660.532,7055.37,3427,10808,1152.8,114960.302
2024/6/12 13:00,Monday,25,3352,10554,40027,18897,3922.3,19588.024,7484.608,3635,11210,1145,119814.932
2024/6/12 14:00,Monday,25,3294,10613,39848,18949,3933.8,19515.926,7412.997,3601,11291,1108.7,119567.423
2024/6/12 15:00,Monday,25,3346,10501,39232,18522,3872.2,19299.912,7385.702,3544,11193,1076.8,117972.614
2024/6/12 16:00,Monday,25,3402,10321,38738,18118,3813.3,18996.155,7530.337,3525,10937,1091.6,116472.392
2024/6/12 17:00,Monday,25,3286,9724,36915,16942,3577.7,17976.646,7141.864,3322,10497,1089.1,110471.31
2024/6/12 18:00,Monday,25,3178,9429,35438,16226,3411.7,17148.715,6865.479,3142,10425,1109.1,106372.994
2024/6/12 19:00,Monday,25,3208,9237,34350,15816,3271.7,16693.265,6658.621,3011,10312,1104.6,103662.186
